brief,objective,screen_id,screen_kind,screen_type,mount_position,screen_size,location_name,location_type,zone_name,city_name,market_tier,routes,time_block_id,time_block_hours,daypart,slots_per_day,price_floor,price_target,price_cap,cost_per_day,cost_for_campaign,demand_score,demand_basis,impressions_standalone_daily,impressions_marginal_daily,impressions_marginal_weekly,relevance_score,relevance_reason,audience_cluster,data_confidence,audience_profile,nearby_pois
campaign_3,conversion,LH-SCR-004536,fixed,metro_station,platform,S,Uptown Crescent Terminal,metro_station,Uptown Crescent,Las Hackland,premium,Red Line,5,16:00-20:00,evening,1,54.12,54.69,97.42,54.69,1093.8,0.0174,own_history,47286.0,47286.0,331002.0,0.6367,"85% of local population in target age range (18_34, 35_54); commuter index 0.52; matches requested daypart (evening); nearby shopping_mall POI(s) relevant to campaign",LOC::LH-LOC-0084,high,"Evening block, roadside/platform panel; serving Uptown Crescent; value-income area (student skew); ~92,443 riders in this block; nearby draws: university, entertainment district; network hub adjacency.",university; entertainment_district; shopping_mall
campaign_3,conversion,LH-SCR-003202,fixed,metro_station,platform,S,Uptown Crescent Terminal,metro_station,Uptown Crescent,Las Hackland,premium,Blue Line,5,16:00-20:00,evening,1,54.93,56.33,98.87,56.33,1126.6,0.0426,own_history,49678.0,46367.0,324567.0,0.6524,"85% of local population in target age range (18_34, 35_54); commuter index 0.52; matches requested daypart (evening); nearby shopping_mall POI(s) relevant to campaign",LOC::LH-LOC-0004,high,"Evening block, roadside/platform panel; serving Uptown Crescent; value-income area (student skew); ~97,119 riders in this block; nearby draws: entertainment district, university; network hub adjacency.",entertainment_district; university; residential_tower
campaign_3,conversion,LH-SCR-002699,fixed,metro_station,platform,S,Uptown Crescent Interchange,metro_station,Uptown Crescent,Las Hackland,premium,Red Line,3,08:00-12:00,midday,1,41.73,44.14,75.11,44.14,882.8,0.0964,own_history,45987.0,45987.0,321907.0,0.5685,"85% of local population in target age range (18_34, 35_54); commuter index 0.52; outside requested daypart(s) (evening); nearby shopping_mall POI(s) relevant to campaign",LOC::LH-LOC-0034,high,"Midday block, roadside/platform panel; serving Uptown Crescent; value-income area (student skew); ~89,903 riders in this block; nearby draws: university, grocery anchor; network hub adjacency.",university; grocery_anchor; shopping_mall
campaign_3,conversion,LH-SCR-003019,fixed,metro_station,platform,S,Harborfront Terminal,metro_station,Harborfront,Las Hackland,premium,Blue Line,5,16:00-20:00,evening,1,66.26,67.52,119.27,67.52,1350.4,0.0318,own_history,48591.0,45352.0,317465.0,0.8081,"57% of local population in target age range (18_34, 35_54); commuter index 0.52; matches requested daypart (evening); nearby shopping_mall POI(s) relevant to campaign",LOC::LH-LOC-0062,high,"Evening block, roadside/platform panel; serving Harborfront; mid-income area (mixed skew); ~94,994 riders in this block; nearby draws: entertainment district, shopping mall; network hub adjacency.",entertainment_district; shopping_mall; grocery_anchor
campaign_3,conversion,LH-SCR-002359,fixed,metro_station,platform,S,North Terminus Interchange,metro_station,North Terminus,Las Hackland,premium,Copper Line,5,16:00-20:00,evening,1,52.17,53.65,93.91,53.65,1073.0,0.0474,own_history,47705.0,43495.0,304465.0,0.6485,"48% of local population in target age range (18_34, 35_54); commuter index 0.51; matches requested daypart (evening); nearby shopping_mall POI(s) relevant to campaign",LOC::LH-LOC-0028,high,"Evening block, roadside/platform panel; serving North Terminus; value-income area (mixed skew); ~93,262 riders in this block; nearby draws: tourist landmark, entertainment district; network hub adjacency.",tourist_landmark; entertainment_district; shopping_mall
campaign_3,conversion,LH-SCR-002471,fixed,metro_station,platform,L,Market Quarter Interchange,metro_station,Market Quarter,Las Hackland,premium,Yellow Line,5,16:00-20:00,evening,1,62.2,62.22,111.96,62.22,1244.4,0.0006,own_history,42846.0,42846.0,299920.0,0.7908,"63% of local population in target age range (18_34, 35_54); commuter index 0.53; matches requested daypart (evening); nearby shopping_mall POI(s) relevant to campaign",LOC::LH-LOC-0089,high,"Evening block, roadside/platform panel; serving Market Quarter; mid-income area (retail_service skew); ~83,763 riders in this block; nearby draws: grocery anchor, shopping mall; network hub adjacency.",grocery_anchor; shopping_mall; entertainment_district
campaign_3,conversion,LH-SCR-002837,fixed,metro_station,platform,S,Uptown Crescent Interchange,metro_station,Uptown Crescent,Las Hackland,premium,Violet Line,3,08:00-12:00,midday,1,44.51,45.08,80.12,45.08,901.6,0.0212,own_history,44503.0,42349.0,296442.0,0.5534,"85% of local population in target age range (18_34, 35_54); commuter index 0.52; outside requested daypart(s) (evening); nearby shopping_mall POI(s) relevant to campaign",LOC::LH-LOC-0024,high,"Midday block, roadside/platform panel; serving Uptown Crescent; value-income area (student skew); ~87,002 riders in this block; nearby draws: grocery anchor, university; network hub adjacency.",grocery_anchor; university; entertainment_district
campaign_3,conversion,LH-SCR-002619,fixed,metro_station,platform,S,Old Mill District Central,metro_station,Old Mill District,Las Hackland,premium,Green Line,5,16:00-20:00,evening,1,54.86,56.59,98.75,56.59,1131.8,0.0525,own_history,45812.0,41769.0,292385.0,0.6887,"53% of local population in target age range (18_34, 35_54); commuter index 0.52; matches requested daypart (evening); nearby shopping_mall POI(s) relevant to campaign",LOC::LH-LOC-0073,high,"Evening block, roadside/platform panel; serving Old Mill District; value-income area (blue_collar skew); ~89,562 riders in this block; nearby draws: grocery anchor, hospital; network hub adjacency.",grocery_anchor; hospital; shopping_mall
campaign_3,conversion,DAT-SCR-001780,fixed,metro_station,platform,M,Founders Square Central,metro_station,Founders Square,DA Town,standard,Green Line,5,16:00-20:00,evening,1,47.42,47.51,85.36,47.51,950.2,0.003,own_history,36918.0,36918.0,258427.0,0.922,"64% of local population in target age range (18_34, 35_54); commuter index 0.54; matches requested daypart (evening); nearby shopping_mall POI(s) relevant to campaign",LOC::DAT-LOC-0059,high,"Evening block, roadside/platform panel; serving Founders Square; value-income area (retail_service skew); ~72,174 riders in this block; nearby draws: shopping mall, grocery anchor; network hub adjacency.",shopping_mall; grocery_anchor; entertainment_district
campaign_3,conversion,DAT-SCR-002364,fixed,metro_station,platform,S,Union Flats Central,metro_station,Union Flats,DA Town,standard,Green Line,5,16:00-20:00,evening,1,55.28,56.17,99.5,56.17,1123.4,0.0269,own_history,39010.0,36843.0,257903.0,0.7765,"68% of local population in target age range (18_34, 35_54); commuter index 0.54; matches requested daypart (evening); nearby shopping_mall POI(s) relevant to campaign",LOC::DAT-LOC-0043,high,"Evening block, roadside/platform panel; serving Union Flats; mid-income area (mixed skew); ~76,265 riders in this block; nearby draws: grocery anchor, shopping mall; network hub adjacency.",grocery_anchor; shopping_mall; tourist_landmark
campaign_3,conversion,DAT-SCR-002819,fixed,metro_station,platform,S,Bellwood Terminal,metro_station,Bellwood,DA Town,standard,Yellow Line,3,08:00-12:00,midday,1,33.97,35.82,52.53,35.82,716.4,0.0909,own_history,37874.0,36071.0,252498.0,0.6583,"82% of local population in target age range (18_34, 35_54); commuter index 0.52; outside requested daypart(s) (evening); nearby shopping_mall POI(s) relevant to campaign",LOC::DAT-LOC-0004,high,"Midday block, roadside/platform panel; serving Bellwood; value-income area (student skew); ~74,043 riders in this block; nearby draws: grocery anchor, shopping mall; network hub adjacency.",grocery_anchor; shopping_mall; university
campaign_3,conversion,DAT-SCR-002219,fixed,metro_station,platform,L,Bellwood Central,metro_station,Bellwood,DA Town,standard,Blue Line,5,16:00-20:00,evening,1,40.45,41.97,72.81,41.97,839.4,0.0627,own_history,39145.0,35381.0,247666.0,0.6148,"82% of local population in target age range (18_34, 35_54); commuter index 0.52; matches requested daypart (evening); no nearby POIs match requested type(s): shopping_mall",LOC::DAT-LOC-0034,high,"Evening block, roadside/platform panel; serving Bellwood; value-income area (student skew); ~76,527 riders in this block; nearby draws: residential tower, grocery anchor; network hub adjacency.",residential_tower; grocery_anchor; entertainment_district
campaign_3,conversion,DAT-SCR-001649,fixed,metro_station,platform,S,Union Flats Interchange,metro_station,Union Flats,DA Town,standard,Red Line,5,16:00-20:00,evening,1,55.68,58.48,100.22,58.48,1169.6,0.0837,own_history,36790.0,34746.0,243223.0,0.9208,"68% of local population in target age range (18_34, 35_54); commuter index 0.54; matches requested daypart (evening); nearby shopping_mall POI(s) relevant to campaign",LOC::DAT-LOC-0033,high,"Evening block, roadside/platform panel; serving Union Flats; mid-income area (mixed skew); ~71,924 riders in this block; nearby draws: shopping mall, residential tower; network hub adjacency.",shopping_mall; residential_tower; grocery_anchor
campaign_3,conversion,DAT-SCR-002184,fixed,metro_station,platform,S,Milltown Interchange,metro_station,Milltown,DA Town,standard,Silver Line,5,16:00-20:00,evening,1,42.06,42.96,75.71,42.96,859.2,0.0358,own_history,36631.0,34105.0,238734.0,0.6775,"52% of local population in target age range (18_34, 35_54); commuter index 0.52; matches requested daypart (evening); nearby shopping_mall POI(s) relevant to campaign",LOC::DAT-LOC-0006,high,"Evening block, roadside/platform panel; serving Milltown; value-income area (blue_collar skew); ~71,612 riders in this block; nearby draws: government building, shopping mall; network hub adjacency.",government_building; shopping_mall; hospital
campaign_3,conversion,DAT-SCR-001704,fixed,metro_station,platform,S,Bellwood Interchange,metro_station,Bellwood,DA Town,standard,Blue Line,3,08:00-12:00,midday,1,32.84,33.59,59.11,33.59,671.8,0.0382,own_history,37503.0,33897.0,237277.0,0.4948,"82% of local population in target age range (18_34, 35_54); commuter index 0.52; outside requested daypart(s) (evening); no nearby POIs match requested type(s): shopping_mall",LOC::DAT-LOC-0044,high,"Midday block, roadside/platform panel; serving Bellwood; value-income area (student skew); ~73,317 riders in this block; nearby draws: university, residential tower; network hub adjacency.",university; residential_tower; grocery_anchor
